ID ответа,Дата ответа,Затраченное время,Источник ответа,Источник ответа,Респондент,IP-hash,UA-hash,Логин,Где Вы работаете?,В какой компании Вы работаете?,Какую должность Вы занимаете?,Оцените уровень заинтересованности и вовлеченности сотрудников вашей компании в зеленые и устойчивые практики?,"*Назовите причины, из-за которых Вы начали разрабатывать и внедрять зеленую маркетинговую стратегию в Вашей компании/бренде? Экологичность- популярный тренд",Увеличение динамики продаж,Оптимизация производство,Имидж и репутация среди стэйкхолдеров,"Вариант ""другое""","Вариант ""затрудняюсь ответить""",Ваша зеленая маркетинговая стратегия и ориентация на устойчивое развитие помогли увеличить продажи и маржинальность FMCG продуктов?,Ваша зеленая маркетинговая стратегия и ориентация на устойчивое развитие помогли улучшить имидж и репутацию компании/брендов/продуктов?,На каком уровне реализации зеленой маркетинговой стратегии находится Ваша компания?,"Считаете ли Вы, что зеленую маркетинговую стратегию вашей компании можно назвать успешной?","* По вашему мнению, наиболее существенными и значимыми факторами, влияющими на увеличение прибыли в рамках зеленой маркетинговой стратегии в FMCG компании после трех лет ее реализации, являются (где 1- совсем не влияет, а 5- сильно влияет)?  Использование переработанного пластика в упаковках и полный переход на более экологичные источники сырья в FMCG продуктах ",Уменьшение выбросов CO2 минимум на 50% на всей цепочке создания ценности продуктов,"Зеленое производство, сертифицированное по LEED, ISO и другим экологическим сертификатам соответствия","Простая и понятная коммуникация компании в упаковке и рекламных кампаниях об экологичности продукта, его использовании, переработке, утилизации для потребителей",Экомаркировки продуктов,Конкурентноспособная цена зеленого продукта,Наличие минимум 90% натуральных компонентов в составе продуктов,Полная локальность FMCG продукта,"Бюджеты на трансформацию и активации зеленого маркетинга, составляющие более 15% от основного годового маркетингового бюджета",Наличие подробной системы гайдлайнов и инструкций по реализации зеленых маркетинговых стратегий у маркетинговой команды,* Привлекаете ли Вы различных экспертов и других стэйкхолдеров для помощи в реализации зеленой маркетинговой стратегии вашей компании?,*Оцените как новая политическая и экономическая реальность в России повлияли на интеграцию устойчивых практик в вашей компании?,* Какие факторы новой политической и экономической реальности сильнее всего повлияли на зеленую маркетинговую стратегию в Вашей компании? Снижение покупательской способности,Урезание маркетинговых бюджетов,Переключение акцента компании на другие направления,Уход зарубежных партнёров и глобальных офисов,Отсутствие доступа к мировым рынкам и рейтингам,Нестабильность и невозможность планирования,"Вариант ""другое""","Вариант ""затрудняюсь ответить""","* Ощущаете ли Вы, что покупательская способность населения России значительно снизилась в 2022–2023 годах?",* Как проходит реализация зеленой маркетинговой стратегии в вашей компании?,"* Есть ли у вас определенные метрики, KPI и показатели, по которым вы оцениваете успешность зеленой маркетинговой стратегии?",* Присутствуют ли в ваших FMCG продуктах большое количество различных эко элементов?,* Какую ориентировочно стратегию зеленого маркетинга реализует ваша FMCG компания?,* Оцените лично ваш уровень заинтересованности и вовлеченности в зеленые и устойчивые практики?
66630989,2023.03.13 18:07,00:02:34,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",P&G,Специалист,Очень высокий,,Увеличение динамики продаж,,Имидж и репутация среди стэйкхолдеров,,,Да,Да,"Продвинутый (уже получены глобальные результаты зеленой стратегии, наша компания может называться устойчивой)",Да,4,4,5,3,4,4,4,3,3,5,Да,Сильно замедлила реализацию,Снижение покупательской способности,Урезание маркетинговых бюджетов,,,,,,,Да,"Быстро, но некоторые трудности нас затормозили","Что-то измеряем, но не все",Скорее да,"Продвинутую. Активно трансформируем многие процессы, связанные с упаковками, сырьем, производством и маркетингом, стремимся стать еще более экологичными",Высокий
66630801,2023.03.13 18:03,00:01:45,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,В российской компании,Cotton Club,Junior,Средний,Экологичность- популярный тренд,,Оптимизация производство,,,,Да,Да,"Средний (уже реализуем большие проекты, обозначены направления развития)",Нет,3,3,3,1,3,2,2,1,2,2,Нет,"Замедлила, многие устойчивые процессы приостановлены",,Урезание маркетинговых бюджетов,Переключение акцента компании на другие направления,,,,,,Да,"Довольно медленно и проблематично, процесс сложный","Нет, ничего не измеряем",Да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Средний
66630327,2023.03.13 17:54,00:01:21,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Loreal,Специалист,Очень высокий,Экологичность- популярный тренд,Увеличение динамики продаж,Оптимизация производство,,,,Да,Да,"Экспертный (наша компания полностью зеленая и устойчивая, зеленая стратегия лежит в нашем базисе",Да,5,5,5,3,5,4,5,3,4,5,Да,"Замедлила, многие устойчивые процессы приостановлены",Снижение покупательской способности,Урезание маркетинговых бюджетов,,,,,,,Да,"Довольно быстро и эффективно, с большими проблемами не сталкивались","Да, у нас есть четкие индикаторы и метрики, все измеримо",Да,Экспертную. Полная трансформация всех процессов в компании в сторону устойчивого развития. Зеленая маркетинговая стратегия становится основной стратегией компании,Высокий
66630166,2023.03.13 17:50,00:01:33,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Unilever,Специалист,Высокий,,Увеличение динамики продаж,Оптимизация производство,,,,Да,Да,"Продвинутый (уже получены глобальные результаты зеленой стратегии, наша компания может называться устойчивой)",Скорее да,5,5,5,3,3,4,5,3,4,5,Да,Сильно замедлила реализацию,Снижение покупательской способности,Урезание маркетинговых бюджетов,,,,,,,Да,"Довольно быстро и эффективно, с большими проблемами не сталкивались","Да, у нас есть четкие индикаторы и метрики, все измеримо",Да,"Продвинутую. Активно трансформируем многие процессы, связанные с упаковками, сырьем, производством и маркетингом, стремимся стать еще более экологичными",Высокий
66629950,2023.03.13 17:45,00:02:06,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,В российской компании,DRC (R.O.C.S.),Senior,Низкий,Экологичность- популярный тренд,Увеличение динамики продаж,,Имидж и репутация среди стэйкхолдеров,,,Да,Скорее да,"Средний (уже реализуем большие проекты, обозначены направления развития)",Да,5,4,5,3,4,5,4,4,3,4,Скорее нет,"Замедлила, многие устойчивые процессы приостановлены",Снижение покупательской способности,Урезание маркетинговых бюджетов,,,,Нестабильность и невозможность планирования,,,Да,"Сложно сказать, не слишком быстро, и не слишком медленно","Нет, ничего не измеряем",Скорее да,"Сильно ограниченную. Немного улучшаем имидж из-за некоторых зеленых характеристик бренда, но не более, компанией прикладывается мало усилий в этом направлении",Средний
66629803,2023.03.13 17:41,00:01:51,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Colgate-Palmolive,Junior,Высокий,Экологичность- популярный тренд,Увеличение динамики продаж,,,,,Скорее да,Да,"Продвинутый (уже получены глобальные результаты зеленой стратегии, наша компания может называться устойчивой)",Скорее да,5,5,5,3,3,3,4,4,5,4,Скорее да,"Замедлила, многие устойчивые процессы приостановлены",Снижение покупательской способности,Урезание маркетинговых бюджетов,,,,,,,Да,"Довольно быстро и эффективно, с большими проблемами не сталкивались","Да, у нас есть четкие индикаторы и метрики, все измеримо",Да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Средний
66629714,2023.03.13 17:38,00:01:45,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,В российской компании,Synergetic,Senior,Низкий,Экологичность- популярный тренд,Увеличение динамики продаж,,,,,Скорее да,Скорее да,Начальный (только начали разрабатывать стратегию и что-то пробовать),Скорее нет,4,4,4,3,4,4,2,4,5,5,Скорее нет,Сильно замедлила реализацию,Снижение покупательской способности,,,,Отсутствие доступа к мировым рынкам и рейтингам,,,,Да,"Довольно медленно и проблематично, процесс сложный","Есть на уровне обычного перфоманс маркетинга, устойчивые метрики не используем",Скорее нет,"Сильно ограниченную. Немного улучшаем имидж из-за некоторых зеленых характеристик бренда, но не более, компанией прикладывается мало усилий в этом направлении",Средний
66629604,2023.03.13 17:35,00:01:50,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Unilever,Junior,Высокий,,Увеличение динамики продаж,Оптимизация производство,,,,Да,Да,"Продвинутый (уже получены глобальные результаты зеленой стратегии, наша компания может называться устойчивой)",Да,5,5,,5,3,4,4,2,4,4,Да,"Замедлила, многие устойчивые процессы приостановлены",Снижение покупательской способности,Урезание маркетинговых бюджетов,,,,,,,Да,"Довольно быстро и эффективно, с большими проблемами не сталкивались","Да, у нас есть четкие индикаторы и метрики, все измеримо",Скорее да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Высокий
66629337,2023.03.13 17:27,00:01:46,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,В российской компании,Splat,Junior,Средний,Экологичность- популярный тренд,Увеличение динамики продаж,,,,,Да,Да,Начальный (только начали разрабатывать стратегию и что-то пробовать),Скорее да,4,4,4,3,4,3,4,4,3,4,Скорее нет,"Замедлила, многие устойчивые процессы приостановлены",,Урезание маркетинговых бюджетов,Переключение акцента компании на другие направления,,,,,,Скорее да,"Довольно медленно и проблематично, процесс сложный","Есть на уровне обычного перфоманс маркетинга, устойчивые метрики не используем",Скорее да,"Сильно ограниченную. Немного улучшаем имидж из-за некоторых зеленых характеристик бренда, но не более, компанией прикладывается мало усилий в этом направлении",Низкий
66629055,2023.03.13 17:20,00:01:56,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Unilever,Стажер,Высокий,Экологичность- популярный тренд,Увеличение динамики продаж,,,,,Да,Да,"Продвинутый (уже получены глобальные результаты зеленой стратегии, наша компания может называться устойчивой)",Да,5,4,4,3,4,4,5,3,4,5,Да,"Замедлила, многие устойчивые процессы приостановлены",,Урезание маркетинговых бюджетов,Переключение акцента компании на другие направления,,,,,,Да,"Быстро, но некоторые трудности нас затормозили","Да, у нас есть четкие индикаторы и метрики, все измеримо",Да,"Продвинутую. Активно трансформируем многие процессы, связанные с упаковками, сырьем, производством и маркетингом, стремимся стать еще более экологичными",Высокий
66628943,2023.03.13 17:18,00:02:41,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,В российской компании,DRC (R.O.C.S.),Middle,Средний,,,,Имидж и репутация среди стэйкхолдеров,,,Да,Да,Начальный (только начали разрабатывать стратегию и что-то пробовать),Нет,2,3,3,3,3,2,3,2,2,2,Скорее нет,Никак не повлияла,Снижение покупательской способности,Урезание маркетинговых бюджетов,,,,,,,Да,"Сложно сказать, не слишком быстро, и не слишком медленно","Есть на уровне обычного перфоманс маркетинга, устойчивые метрики не используем",Скорее да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Высокий
66628671,2023.03.13 17:11,00:02:00,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Colgate-Palmolive,Специалист,Очень высокий,,Увеличение динамики продаж,Оптимизация производство,,,,Да,Да,"Продвинутый (уже получены глобальные результаты зеленой стратегии, наша компания может называться устойчивой)",Да,5,5,4,3,4,4,4,3,4,5,Да,"Замедлила, многие устойчивые процессы приостановлены",Снижение покупательской способности,Урезание маркетинговых бюджетов,,,,Нестабильность и невозможность планирования,,,Да,"Быстро, но некоторые трудности нас затормозили","Да, у нас есть четкие индикаторы и метрики, все измеримо",Да,Экспертную. Полная трансформация всех процессов в компании в сторону устойчивого развития. Зеленая маркетинговая стратегия становится основной стратегией компании,Высокий
66628488,2023.03.13 17:07,00:02:27,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,В российской компании,Synergetic,Junior,Низкий,Экологичность- популярный тренд,Увеличение динамики продаж,,,,,Да,Да,Начальный (только начали разрабатывать стратегию и что-то пробовать),Нет,3,3,3,1,3,2,2,1,2,2,Нет,Сильно замедлила реализацию,,Урезание маркетинговых бюджетов,Переключение акцента компании на другие направления,,,,,,Нет,"Сложно сказать, не слишком быстро, и не слишком медленно","Нет, ничего не измеряем",Скорее да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Средний
66628390,2023.03.13 17:04,00:01:46,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Henkel,Junior,Высокий,,Увеличение динамики продаж,Оптимизация производство,,,,Да,Да,"Продвинутый (уже получены глобальные результаты зеленой стратегии, наша компания может называться устойчивой)",Да,5,5,5,3,5,4,5,3,4,5,Да,Сильно замедлила реализацию,Снижение покупательской способности,Урезание маркетинговых бюджетов,,,,,,,Да,"Быстро, но некоторые трудности нас затормозили","Да, у нас есть четкие индикаторы и метрики, все измеримо",Скорее да,"Продвинутую. Активно трансформируем многие процессы, связанные с упаковками, сырьем, производством и маркетингом, стремимся стать еще более экологичными",Высокий
66628230,2023.03.13 17:01,00:02:31,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,В российской компании,Splat,Специалист,Низкий,Экологичность- популярный тренд,Увеличение динамики продаж,,,,,Скорее да,Да,Начальный (только начали разрабатывать стратегию и что-то пробовать),Скорее да,4,4,4,3,4,3,3,3,3,5,Нет,"Замедлила, многие устойчивые процессы приостановлены",,,,Уход зарубежных партнёров и глобальных офисов,Отсутствие доступа к мировым рынкам и рейтингам,,,,Да,"Довольно медленно и проблематично, процесс сложный","Нет, ничего не измеряем",Скорее да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Средний
66626527,2023.03.13 16:25,00:02:05,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Loreal,Middle,Высокий,Экологичность- популярный тренд,Увеличение динамики продаж,Оптимизация производство,,,,Скорее да,Скорее да,"Продвинутый (уже получены глобальные результаты зеленой стратегии, наша компания может называться устойчивой)",Скорее да,5,5,,5,3,5,4,4,2,4,Скорее да,"Замедлила, многие устойчивые процессы приостановлены",Снижение покупательской способности,Урезание маркетинговых бюджетов,,,Отсутствие доступа к мировым рынкам и рейтингам,,,,Да,"Быстро, но некоторые трудности нас затормозили","Да, у нас есть четкие индикаторы и метрики, все измеримо",Скорее да,"Продвинутую. Активно трансформируем многие процессы, связанные с упаковками, сырьем, производством и маркетингом, стремимся стать еще более экологичными",Высокий
66615591,2023.03.13 12:35,00:04:58,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,В российской компании,Synergetic,Middle,Средний,,Увеличение динамики продаж,Оптимизация производство,,,,Скорее да,Не повлияло,Начальный (только начали разрабатывать стратегию и что-то пробовать),Скорее да,5,5,5,3,5,4,5,3,3,3,Скорее да,"Замедлила, многие устойчивые процессы приостановлены",Снижение покупательской способности,Урезание маркетинговых бюджетов,,,,,,,Скорее да,"Сложно сказать, не слишком быстро, и не слишком медленно","Что-то измеряем, но не все",Скорее да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Средний
66615351,2023.03.13 12:30,00:01:59,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",P&G,Специалист,Высокий,,Увеличение динамики продаж,Оптимизация производство,Имидж и репутация среди стэйкхолдеров,,,Скорее да,Скорее да,"Продвинутый (уже получены глобальные результаты зеленой стратегии, наша компания может называться устойчивой)",Скорее да,4,,4,5,2,3,2,4,2,3,Скорее да,Никак не повлияла,Снижение покупательской способности,,,,Отсутствие доступа к мировым рынкам и рейтингам,,,,Скорее да,"Быстро, но некоторые трудности нас затормозили","Да, у нас есть четкие индикаторы и метрики, все измеримо",Скорее да,"Продвинутую. Активно трансформируем многие процессы, связанные с упаковками, сырьем, производством и маркетингом, стремимся стать еще более экологичными",Высокий
66615234,2023.03.13 12:27,00:02:14,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,В российской компании,Cotton Club,Junior,Низкий,Экологичность- популярный тренд,Увеличение динамики продаж,Оптимизация производство,,,,Скорее да,Скорее да,Начальный (только начали разрабатывать стратегию и что-то пробовать),Скорее да,2,2,2,3,5,4,3,2,3,5,Нет,"Замедлила, многие устойчивые процессы приостановлены",Снижение покупательской способности,,,Уход зарубежных партнёров и глобальных офисов,,,,,Скорее да,"Сложно сказать, не слишком быстро, и не слишком медленно","Есть на уровне обычного перфоманс маркетинга, устойчивые метрики не используем",Скорее да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Низкий
66615097,2023.03.13 12:24,00:02:49,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Unilever,Специалист,Высокий,Экологичность- популярный тренд,Увеличение динамики продаж,,,,,Да,Скорее да,"Продвинутый (уже получены глобальные результаты зеленой стратегии, наша компания может называться устойчивой)",Скорее да,4,4,5,4,3,4,4,3,3,4,Да,"Замедлила, многие устойчивые процессы приостановлены",,Урезание маркетинговых бюджетов,Переключение акцента компании на другие направления,,,,,,Скорее да,"Быстро, но некоторые трудности нас затормозили","Да, у нас есть четкие индикаторы и метрики, все измеримо",Скорее да,"Продвинутую. Активно трансформируем многие процессы, связанные с упаковками, сырьем, производством и маркетингом, стремимся стать еще более экологичными",Средний
66614899,2023.03.13 12:20,00:03:29,Прямая ссылка,Прямая ссылка,USERID: 31671599,QWYVDQM7HTUAGB1H,QF39GJBJRVBXSURH,,В российской компании,Splat,Junior,Низкий,,Увеличение динамики продаж,Оптимизация производство,,,,Скорее да,Скорее да,Начальный (только начали разрабатывать стратегию и что-то пробовать),Скорее нет,4,4,3,3,4,3,5,2,2,4,Скорее да,"Замедлила, многие устойчивые процессы приостановлены",,,Переключение акцента компании на другие направления,Уход зарубежных партнёров и глобальных офисов,,,,,Да,"Довольно медленно и проблематично, процесс сложный","Нет, ничего не измеряем",Скорее да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Средний
66611812,2023.03.13 10:52,00:02:00,Прямая ссылка,Прямая ссылка,USERID: 31671599,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,В российской компании,Splat,Специалист,Средний,,Увеличение динамики продаж,Оптимизация производство,,,,Скорее да,Скорее да,Начальный (только начали разрабатывать стратегию и что-то пробовать),Нет,3,3,3,1,3,2,2,1,1,2,Нет,"Замедлила, многие устойчивые процессы приостановлены",,Урезание маркетинговых бюджетов,Переключение акцента компании на другие направления,,,,,,Скорее да,"Сложно сказать, не слишком быстро, и не слишком медленно","Что-то измеряем, но не все",Скорее да,"Сильно ограниченную. Немного улучшаем имидж из-за некоторых зеленых характеристик бренда, но не более, компанией прикладывается мало усилий в этом направлении",Средний
66611721,2023.03.13 10:50,00:02:23,Прямая ссылка,Прямая ссылка,USERID: 31671599,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Henkel,Junior,Высокий,Экологичность- популярный тренд,,Оптимизация производство,,,,Да,Да,"Продвинутый (уже получены глобальные результаты зеленой стратегии, наша компания может называться устойчивой)",Скорее да,4,4,4,2,4,3,4,2,3,4,Да,"Замедлила, многие устойчивые процессы приостановлены",Снижение покупательской способности,Урезание маркетинговых бюджетов,,,,,,,Да,"Довольно быстро и эффективно, с большими проблемами не сталкивались","Да, у нас есть четкие индикаторы и метрики, все измеримо",Да,"Продвинутую. Активно трансформируем многие процессы, связанные с упаковками, сырьем, производством и маркетингом, стремимся стать еще более экологичными",Средний
66611620,2023.03.13 10:48,00:02:27,Прямая ссылка,Прямая ссылка,USERID: 31671599,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Loreal,Junior,Высокий,,Увеличение динамики продаж,,Имидж и репутация среди стэйкхолдеров,,,Скорее да,Да,"Экспертный (наша компания полностью зеленая и устойчивая, зеленая стратегия лежит в нашем базисе",Да,5,5,5,3,5,4,5,3,4,5,Да,"Замедлила, многие устойчивые процессы приостановлены",Снижение покупательской способности,,Переключение акцента компании на другие направления,,,,,,Да,"Довольно быстро и эффективно, с большими проблемами не сталкивались","Да, у нас есть четкие индикаторы и метрики, все измеримо",Да,Экспертную. Полная трансформация всех процессов в компании в сторону устойчивого развития. Зеленая маркетинговая стратегия становится основной стратегией компании,Высокий
66611455,2023.03.13 10:43,00:03:19,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,В российской компании,Synergetic,Junior,Низкий,,Увеличение динамики продаж,,,,,Скорее да,Скорее да,Начальный (только начали разрабатывать стратегию и что-то пробовать),Нет,3,3,3,1,3,2,2,1,1,1,Скорее нет,Сильно замедлила реализацию,Снижение покупательской способности,,,,,,,,Да,"Довольно медленно и проблематично, процесс сложный","Нет, ничего не измеряем",Да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Средний
66611323,2023.03.13 10:39,00:02:48,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Colgate-Palmolive,Junior,Высокий,,,Оптимизация производство,,,,Скорее да,Скорее да,"Экспертный (наша компания полностью зеленая и устойчивая, зеленая стратегия лежит в нашем базисе",Скорее да,3,3,3,1,5,4,5,1,4,5,Скорее да,"Замедлила, многие устойчивые процессы приостановлены",,Урезание маркетинговых бюджетов,,,,,,,Да,"Быстро, но некоторые трудности нас затормозили","Что-то измеряем, но не все",Да,"Продвинутую. Активно трансформируем многие процессы, связанные с упаковками, сырьем, производством и маркетингом, стремимся стать еще более экологичными",Высокий
66611207,2023.03.13 10:36,00:04:17,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,В российской компании,DRC (R.O.C.S.),Middle,Низкий,,,,Имидж и репутация среди стэйкхолдеров,,,Скорее да,Скорее да,"Средний (уже реализуем большие проекты, обозначены направления развития)",Нет,3,3,3,1,3,2,2,1,2,2,Нет,Немного ускорила,,Урезание маркетинговых бюджетов,,,,,,,Да,"Довольно медленно и проблематично, процесс сложный","Нет, ничего не измеряем",Скорее да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Средний
66610984,2023.03.13 10:30,00:02:27,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",P&G,Junior,Высокий,,,Оптимизация производство,,,,Да,Да,"Экспертный (наша компания полностью зеленая и устойчивая, зеленая стратегия лежит в нашем базисе",Да,5,5,5,3,5,4,4,4,3,3,Скорее да,Никак не повлияла,,,,Уход зарубежных партнёров и глобальных офисов,,,,,Скорее да,"Быстро, но некоторые трудности нас затормозили","Что-то измеряем, но не все",Скорее да,Экспертную. Полная трансформация всех процессов в компании в сторону устойчивого развития. Зеленая маркетинговая стратегия становится основной стратегией компании,Высокий
66610737,2023.03.13 10:25,00:03:01,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,В российской компании,DRC (R.O.C.S.),Senior,Средний,,Увеличение динамики продаж,,,,,Скорее да,Скорее да,"Средний (уже реализуем большие проекты, обозначены направления развития)",Скорее нет,4,4,4,2,4,3,3,2,3,4,Нет,Сильно замедлила реализацию,,Урезание маркетинговых бюджетов,,,,,,,Да,"Очень тяжело и долго, трансформация проходила/проходит проблематично","Нет, ничего не измеряем",Скорее да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Средний
66610550,2023.03.13 10:20,00:02:29,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Unilever,Junior,Высокий,,Увеличение динамики продаж,,,,,Да,Да,"Экспертный (наша компания полностью зеленая и устойчивая, зеленая стратегия лежит в нашем базисе",Скорее да,5,5,5,3,5,4,5,3,4,5,Да,Сильно замедлила реализацию,Снижение покупательской способности,,,,,,,,Да,"Быстро, но некоторые трудности нас затормозили","Да, у нас есть четкие индикаторы и метрики, все измеримо",Скорее да,"Продвинутую. Активно трансформируем многие процессы, связанные с упаковками, сырьем, производством и маркетингом, стремимся стать еще более экологичными",Высокий
66610445,2023.03.13 10:18,00:01:59,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,В российской компании,Splat,Стажер,Очень низкий,,,Оптимизация производство,,,,Да,Да,Начальный (только начали разрабатывать стратегию и что-то пробовать),Скорее нет,3,3,3,1,3,2,2,1,2,2,Нет,Никак не повлияла,Снижение покупательской способности,,,,,,,,Да,"Довольно медленно и проблематично, процесс сложный","Есть на уровне обычного перфоманс маркетинга, устойчивые метрики не используем",Скорее да,"Среднюю. Реализуем некоторые экологичные проекты, делаем акцент на экологичности продуктов, но ничего масштабного практически не делаем",Очень высокий
66610324,2023.03.13 10:14,00:01:55,Прямая ссылка,Прямая ссылка,,P9YS8AWE5M5ULK2Z,QF39GJBJRVBXSURH,,"В филиале зарубежной компании или в компании, которая в течение последнего года отделилась от зарубежного главного офиса",Colgate-Palmolive,Junior,Очень высокий,,,,Имидж и репутация среди стэйкхолдеров,,,Скорее да,Да,"Экспертный (наша компания полностью зеленая и устойчивая, зеленая стратегия лежит в нашем базисе",Да,3,3,3,1,3,2,2,1,2,2,Да,"Замедлила, многие устойчивые процессы приостановлены",,Урезание маркетинговых бюджетов,,,,,,,Да,"Довольно быстро и эффективно, с большими проблемами не сталкивались","Да, у нас есть четкие индикаторы и метрики, все измеримо",Да,"Продвинутую. Активно трансформируем многие процессы, связанные с упаковками, сырьем, производством и маркетингом, стремимся стать еще более экологичными",Высокий
